<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.04.08	18:30:00	1.09119	1.09194	1.09062	1.09082	1175	0	2
2025.04.08	18:45:00	1.09083	1.09193	1.09082	1.09116	1075	0	2
2025.04.08	19:00:00	1.09116	1.09118	1.08984	1.09071	1081	0	2
2025.04.08	19:15:00	1.09071	1.09125	1.09049	1.09123	1050	0	2
2025.04.08	19:30:00	1.09123	1.09228	1.09093	1.09210	1326	0	3
2025.04.08	19:45:00	1.09210	1.09324	1.09210	1.09295	1365	0	2
2025.04.08	20:00:00	1.09294	1.09486	1.09274	1.09431	1420	0	2
2025.04.08	20:15:00	1.09431	1.09435	1.09356	1.09422	1319	0	2
2025.04.08	20:30:00	1.09415	1.09453	1.09261	1.09332	1374	0	2
2025.04.08	20:45:00	1.09332	1.09420	1.09282	1.09336	1238	0	2
2025.04.08	21:00:00	1.09337	1.09490	1.09296	1.09476	1185	0	2
2025.04.08	21:15:00	1.09477	1.09576	1.09476	1.09562	987	0	2
2025.04.08	21:30:00	1.09564	1.09692	1.09514	1.09551	1181	0	2
2025.04.08	21:45:00	1.09551	1.09551	1.09454	1.09523	1020	0	2
2025.04.08	22:00:00	1.09522	1.09731	1.09512	1.09726	1039	0	2
2025.04.08	22:15:00	1.09726	1.09778	1.09663	1.09684	1124	0	2
2025.04.08	22:30:00	1.09678	1.09706	1.09586	1.09587	1082	0	2
2025.04.08	22:45:00	1.09587	1.09596	1.09508	1.09538	1132	0	2
2025.04.08	23:00:00	1.09540	1.09625	1.09530	1.09532	489	0	3
2025.04.08	23:15:00	1.09532	1.09533	1.09388	1.09418	499	0	3
2025.04.08	23:30:00	1.09419	1.09474	1.09402	1.09440	400	0	3
2025.04.08	23:45:00	1.09440	1.09562	1.09437	1.09547	330	0	8
2025.04.09	00:00:00	1.09516	1.09517	1.09473	1.09509	85	0	75
2025.04.09	00:15:00	1.09506	1.09532	1.09504	1.09531	149	0	103
2025.04.09	00:30:00	1.09526	1.09563	1.09499	1.09563	83	0	60
2025.04.09	00:45:00	1.09563	1.09569	1.09552	1.09559	85	0	52
2025.04.09	01:00:00	1.09564	1.09710	1.09559	1.09677	469	0	3
2025.04.09	01:15:00	1.09677	1.09743	1.09664	1.09671	434	0	2
2025.04.09	01:30:00	1.09671	1.09776	1.09665	1.09717	453	0	2
2025.04.09	01:45:00	1.09716	1.09733	1.09675	1.09682	342	0	2
2025.04.09	02:00:00	1.09682	1.09793	1.09664	1.09739	497	0	2
2025.04.09	02:15:00	1.09739	1.09793	1.09695	1.09790	516	0	3
2025.04.09	02:30:00	1.09790	1.09824	1.09775	1.09788	513	0	2
2025.04.09	02:45:00	1.09788	1.09850	1.09757	1.09775	820	0	3
2025.04.09	03:00:00	1.09776	1.09799	1.09711	1.09747	1274	0	3
2025.04.09	03:15:00	1.09745	1.09927	1.09736	1.09893	1222	0	3
2025.04.09	03:30:00	1.09893	1.09993	1.09884	1.09984	1164	0	2
2025.04.09	03:45:00	1.09984	1.10165	1.09965	1.10146	1186	0	2
2025.04.09	04:00:00	1.10146	1.10283	1.10137	1.10183	1275	0	3
2025.04.09	04:15:00	1.10184	1.10398	1.10170	1.10382	1430	0	2
2025.04.09	04:30:00	1.10383	1.10385	1.10191	1.10290	1389	0	2
2025.04.09	04:45:00	1.10289	1.10385	1.10174	1.10201	1234	0	2
2025.04.09	05:00:00	1.10201	1.10286	1.10186	1.10232	1305	0	2
2025.04.09	05:15:00	1.10229	1.10274	1.10168	1.10234	913	0	2
2025.04.09	05:30:00	1.10237	1.10255	1.10094	1.10127	839	0	2
2025.04.09	05:45:00	1.10127	1.10203	1.10100	1.10197	785	0	2
2025.04.09	06:00:00	1.10197	1.10299	1.10146	1.10224	876	0	2
2025.04.09	06:15:00	1.10223	1.10354	1.10174	1.10340	1042	0	2
2025.04.09	06:30:00	1.10345	1.10358	1.10155	1.10184	884	0	2
2025.04.09	06:45:00	1.10185	1.10209	1.10126	1.10196	1052	0	2
2025.04.09	07:00:00	1.10196	1.10417	1.10189	1.10382	1508	0	2
2025.04.09	07:15:00	1.10382	1.10647	1.10374	1.10618	1263	0	2
2025.04.09	07:30:00	1.10618	1.10656	1.10506	1.10583	1447	0	2
2025.04.09	07:45:00	1.10582	1.10688	1.10472	1.10687	1186	0	2
2025.04.09	08:00:00	1.10684	1.10684	1.10441	1.10446	1428	0	2
2025.04.09	08:15:00	1.10453	1.10529	1.10397	1.10401	1301	0	2
2025.04.09	08:30:00	1.10400	1.10455	1.10290	1.10455	1202	0	2
2025.04.09	08:45:00	1.10452	1.10623	1.10451	1.10615	1257	0	2
2025.04.09	09:00:00	1.10615	1.10649	1.10481	1.10485	1718	0	2
2025.04.09	09:15:00	1.10480	1.10620	1.10426	1.10536	1881	0	2
2025.04.09	09:30:00	1.10532	1.10650	1.10497	1.10602	1805	0	2
2025.04.09	09:45:00	1.10599	1.10897	1.10591	1.10734	1767	0	2
2025.04.09	10:00:00	1.10727	1.10794	1.10526	1.10584	2133	0	2
2025.04.09	10:15:00	1.10588	1.10670	1.10524	1.10554	1848	0	2
2025.04.09	10:30:00	1.10553	1.10564	1.10387	1.10461	1784	0	2
2025.04.09	10:45:00	1.10462	1.10462	1.10094	1.10154	1894	0	2
2025.04.09	11:00:00	1.10148	1.10211	1.09980	1.10145	1806	0	2
2025.04.09	11:15:00	1.10147	1.10250	1.10070	1.10211	1518	0	2
2025.04.09	11:30:00	1.10209	1.10287	1.10178	1.10267	1630	0	2
2025.04.09	11:45:00	1.10267	1.10350	1.10250	1.10274	1485	0	2
2025.04.09	12:00:00	1.10271	1.10342	1.10092	1.10340	1387	0	2
2025.04.09	12:15:00	1.10339	1.10346	1.10204	1.10272	1237	0	2
2025.04.09	12:30:00	1.10272	1.10370	1.10202	1.10345	1316	0	2
2025.04.09	12:45:00	1.10347	1.10502	1.10313	1.10440	1260	0	2
2025.04.09	13:00:00	1.10439	1.10578	1.10429	1.10479	1357	0	2
2025.04.09	13:15:00	1.10477	1.10481	1.10253	1.10297	1219	0	2
2025.04.09	13:30:00	1.10297	1.10396	1.10276	1.10396	1118	0	2
2025.04.09	13:45:00	1.10396	1.10501	1.10257	1.10334	1279	0	2
2025.04.09	14:00:00	1.10332	1.10557	1.10216	1.10500	2127	0	2
2025.04.09	14:15:00	1.10500	1.10546	1.10303	1.10466	1679	0	2
2025.04.09	14:30:00	1.10466	1.10568	1.10356	1.10470	1730	0	2
2025.04.09	14:45:00	1.10469	1.10516	1.10313	1.10354	1760	0	2
2025.04.09	15:00:00	1.10356	1.10509	1.10348	1.10501	1713	0	2
2025.04.09	15:15:00	1.10498	1.10796	1.10467	1.10796	1578	0	2
2025.04.09	15:30:00	1.10792	1.10950	1.10760	1.10799	1579	0	2
2025.04.09	15:45:00	1.10796	1.10818	1.10598	1.10754	1797	0	2
2025.04.09	16:00:00	1.10760	1.10803	1.10605	1.10709	1969	0	2
2025.04.09	16:15:00	1.10707	1.10817	1.10615	1.10804	1508	0	2
2025.04.09	16:30:00	1.10805	1.10805	1.10471	1.10518	1743	0	2
2025.04.09	16:45:00	1.10518	1.10546	1.10325	1.10451	1633	0	2
2025.04.09	17:00:00	1.10448	1.10466	1.10310	1.10441	1579	0	2
2025.04.09	17:15:00	1.10441	1.10512	1.10373	1.10435	1411	0	2
2025.04.09	17:30:00	1.10434	1.10511	1.10312	1.10319	1382	0	2
2025.04.09	17:45:00	1.10319	1.10422	1.10263	1.10407	1507	0	2
2025.04.09	18:00:00	1.10406	1.10536	1.10365	1.10529	1304	0	2
2025.04.09	18:15:00	1.10530	1.10634	1.10493	1.10621	1174	0	2
2025.04.09	18:30:00	1.10623	1.10693	1.10485	1.10486	1100	0	2
2025.04.09	18:45:00	1.10486	1.10552	1.10370	1.10381	1174	0	2
2025.04.09	19:00:00	1.10381	1.10391	1.10246	1.10348	1073	0	3
2025.04.09	19:15:00	1.10348	1.10423	1.10247	1.10276	954	0	2
2025.04.09	19:30:00	1.10277	1.10393	1.10247	1.10357	766	0	2
2025.04.09	19:45:00	1.10358	1.10412	1.10134	1.10202	921	0	2
2025.04.09	20:00:00	1.10201	1.10276	1.09935	1.10245	1469	0	3
2025.04.09	20:15:00	1.10244	1.10638	1.09463	1.09792	2535	0	3
2025.04.09	20:30:00	1.09785	1.10083	1.09636	1.10032	2385	0	3
2025.04.09	20:45:00	1.10022	1.10195	1.09716	1.09748	2144	0	3
2025.04.09	21:00:00	1.09748	1.09788	1.09132	1.09300	2355	0	2
2025.04.09	21:15:00	1.09303	1.09494	1.09149	1.09435	2071	0	3
2025.04.09	21:30:00	1.09428	1.09829	1.09409	1.09782	1805	0	3
2025.04.09	21:45:00	1.09783	1.09826	1.09480	1.09637	1645	0	3
2025.04.09	22:00:00	1.09638	1.09763	1.09539	1.09585	1553	0	3
2025.04.09	22:15:00	1.09582	1.09701	1.09510	1.09606	1326	0	3
2025.04.09	22:30:00	1.09605	1.09672	1.09324	1.09435	1480	0	3
2025.04.09	22:45:00	1.09435	1.09521	1.09342	1.09344	1356	0	3
2025.04.09	23:00:00	1.09354	1.09472	1.09287	1.09472	1077	0	3
2025.04.09	23:15:00	1.09472	1.09620	1.09404	1.09513	1065	0	3
2025.04.09	23:30:00	1.09513	1.09530	1.09385	1.09464	753	0	3
2025.04.09	23:45:00	1.09464	1.09540	1.09446	1.09492	321	0	8
2025.04.10	00:00:00	1.09461	1.09495	1.09461	1.09495	78	0	39
2025.04.10	00:15:00	1.09495	1.09506	1.09489	1.09502	80	0	27
2025.04.10	00:30:00	1.09502	1.09503	1.09445	1.09480	123	0	42
2025.04.10	00:45:00	1.09480	1.09533	1.09466	1.09478	212	0	26
2025.04.10	01:00:00	1.09484	1.09600	1.09477	1.09513	652	0	2
2025.04.10	01:15:00	1.09513	1.09621	1.09496	1.09612	638	0	2
2025.04.10	01:30:00	1.09612	1.09624	1.09526	1.09545	697	0	2
2025.04.10	01:45:00	1.09545	1.09628	1.09538	1.09603	558	0	2
2025.04.10	02:00:00	1.09605	1.09609	1.09484	1.09488	637	0	3
2025.04.10	02:15:00	1.09488	1.09547	1.09451	1.09488	639	0	3
2025.04.10	02:30:00	1.09488	1.09513	1.09452	1.09472	673	0	3
2025.04.10	02:45:00	1.09472	1.09520	1.09428	1.09507	747	0	3
2025.04.10	03:00:00	1.09507	1.09591	1.09504	1.09577	1179	0	3
2025.04.10	03:15:00	1.09577	1.09719	1.09547	1.09678	1147	0	3
2025.04.10	03:30:00	1.09676	1.09784	1.09669	1.09744	1280	0	3
2025.04.10	03:45:00	1.09745	1.09865	1.09732	1.09861	1079	0	3
2025.04.10	04:00:00	1.09861	1.09863	1.09790	1.09806	934	0	3
2025.04.10	04:15:00	1.09807	1.09875	1.09797	1.09835	914	0	3
2025.04.10	04:30:00	1.09842	1.09842	1.09769	1.09798	808	0	3
2025.04.10	04:45:00	1.09798	1.09798	1.09691	1.09716	888	0	3
2025.04.10	05:00:00	1.09717	1.09790	1.09626	1.09627	1017	0	3
2025.04.10	05:15:00	1.09627	1.09695	1.09613	1.09671	830	0	3
2025.04.10	05:30:00	1.09670	1.09675	1.09623	1.09640	619	0	3
2025.04.10	05:45:00	1.09640	1.09725	1.09620	1.09717	560	0	3
2025.04.10	06:00:00	1.09717	1.09876	1.09703	1.09876	655	0	3
2025.04.10	06:15:00	1.09874	1.09890	1.09797	1.09816	804	0	3
2025.04.10	06:30:00	1.09821	1.09865	1.09773	1.09812	692	0	3
2025.04.10	06:45:00	1.09811	1.09852	1.09806	1.09815	627	0	3
2025.04.10	07:00:00	1.09814	1.09846	1.09773	1.09826	682	0	3
2025.04.10	07:15:00	1.09825	1.09846	1.09776	1.09830	657	0	3
2025.04.10	07:30:00	1.09830	1.09847	1.09792	1.09797	537	0	3
2025.04.10	07:45:00	1.09797	1.09847	1.09782	1.09826	500	0	3
2025.04.10	08:00:00	1.09826	1.09847	1.09775	1.09803	500	0	3
2025.04.10	08:15:00	1.09803	1.09911	1.09794	1.09908	536	0	3
2025.04.10	08:30:00	1.09907	1.09954	1.09859	1.09863	704	0	3
2025.04.10	08:45:00	1.09861	1.09866	1.09784	1.09854	744	0	3
2025.04.10	09:00:00	1.09848	1.09887	1.09695	1.09695	1171	0	3
2025.04.10	09:15:00	1.09695	1.09824	1.09695	1.09802	1090	0	3
2025.04.10	09:30:00	1.09802	1.09840	1.09637	1.09778	1159	0	3
2025.04.10	09:45:00	1.09778	1.09837	1.09626	1.09829	1288	0	3
2025.04.10	10:00:00	1.09825	1.09887	1.09674	1.09802	1659	0	2
2025.04.10	10:15:00	1.09802	1.09967	1.09786	1.09831	1333	0	2
2025.04.10	10:30:00	1.09831	1.10176	1.09786	1.10113	1582	0	2
2025.04.10	10:45:00	1.10114	1.10306	1.10081	1.10261	1333	0	2
2025.04.10	11:00:00	1.10264	1.10298	1.10162	1.10249	1369	0	2
2025.04.10	11:15:00	1.10250	1.10370	1.10219	1.10336	1174	0	2
2025.04.10	11:30:00	1.10334	1.10478	1.10247	1.10294	1399	0	2
2025.04.10	11:45:00	1.10285	1.10478	1.10265	1.10375	1328	0	2
2025.04.10	12:00:00	1.10375	1.10473	1.10337	1.10377	1277	0	2
2025.04.10	12:15:00	1.10381	1.10488	1.10362	1.10435	1139	0	2
2025.04.10	12:30:00	1.10434	1.10486	1.10377	1.10430	1080	0	2
2025.04.10	12:45:00	1.10429	1.10597	1.10423	1.10592	1007	0	2
2025.04.10	13:00:00	1.10595	1.10711	1.10585	1.10684	1225	0	2
2025.04.10	13:15:00	1.10684	1.10700	1.10555	1.10555	1090	0	2
2025.04.10	13:30:00	1.10555	1.10809	1.10549	1.10710	1283	0	2
2025.04.10	13:45:00	1.10711	1.10798	1.10603	1.10795	1059	0	2
2025.04.10	14:00:00	1.10795	1.10887	1.10776	1.10790	1184	0	2
2025.04.10	14:15:00	1.10790	1.10813	1.10705	1.10747	1057	0	2
2025.04.10	14:30:00	1.10748	1.10838	1.10716	1.10745	1104	0	2
2025.04.10	14:45:00	1.10751	1.10760	1.10671	1.10702	1138	0	2
2025.04.10	15:00:00	1.10696	1.10923	1.10679	1.10912	1182	0	2
2025.04.10	15:15:00	1.10910	1.11063	1.10885	1.10998	1220	0	2
2025.04.10	15:30:00	1.10977	1.11317	1.10977	1.11117	2148	0	2
2025.04.10	15:45:00	1.11120	1.11197	1.10960	1.10970	1617	0	2
2025.04.10	16:00:00	1.10976	1.11115	1.10908	1.11103	1504	0	2
2025.04.10	16:15:00	1.11104	1.11225	1.11080	1.11177	1213	0	2
2025.04.10	16:30:00	1.11176	1.11287	1.11106	1.11263	1505	0	2
2025.04.10	16:45:00	1.11263	1.11343	1.11234	1.11268	1315	0	2
2025.04.10	17:00:00	1.11268	1.11381	1.11244	1.11287	1531	0	2
2025.04.10	17:15:00	1.11284	1.11434	1.11251	1.11356	1385	0	2
2025.04.10	17:30:00	1.11356	1.11488	1.11313	1.11414	1381	0	2
2025.04.10	17:45:00	1.11413	1.11864	1.11362	1.11853	1709	0	2
2025.04.10	18:00:00	1.11853	1.11853	1.11563	1.11564	1772	0	2
2025.04.10	18:15:00	1.11565	1.11888	1.11536	1.11888	1601	0	2
2025.04.10	18:30:00	1.11891	1.12288	1.11835	1.12111	1858	0	2
2025.04.10	18:45:00	1.12106	1.12276	1.11892	1.11901	1893	0	2
2025.04.10	19:00:00	1.11907	1.11952	1.11774	1.11886	1728	0	2
2025.04.10	19:15:00	1.11889	1.12099	1.11883	1.11948	1527	0	2
2025.04.10	19:30:00	1.11951	1.11970	1.11777	1.11885	1430	0	2
2025.04.10	19:45:00	1.11885	1.12036	1.11846	1.11967	1386	0	2
2025.04.10	20:00:00	1.11966	1.11966	1.11744	1.11889	1621	0	2
2025.04.10	20:15:00	1.11893	1.11905	1.11751	1.11788	1239	0	2
2025.04.10	20:30:00	1.11787	1.12107	1.11774	1.12063	1157	0	2
2025.04.10	20:45:00	1.12063	1.12099	1.11989	1.12099	1212	0	2
2025.04.10	21:00:00	1.12099	1.12166	1.12012	1.12159	1303	0	2
2025.04.10	21:15:00	1.12159	1.12394	1.12150	1.12370	1184	0	2
2025.04.10	21:30:00	1.12371	1.12413	1.12345	1.12360	1011	0	2
2025.04.10	21:45:00	1.12360	1.12374	1.12088	1.12154	1150	0	2
2025.04.10	22:00:00	1.12151	1.12197	1.11800	1.11866	1222	0	2
2025.04.10	22:15:00	1.11866	1.11876	1.11587	1.11612	1270	0	2
2025.04.10	22:30:00	1.11612	1.11785	1.11611	1.11752	1159	0	2
2025.04.10	22:45:00	1.11752	1.12084	1.11653	1.12072	1218	0	2
2025.04.10	23:00:00	1.12047	1.12047	1.11921	1.11956	854	0	3
2025.04.10	23:15:00	1.11956	1.11959	1.11826	1.11844	517	0	3
2025.04.10	23:30:00	1.11846	1.11899	1.11809	1.11868	516	0	4
2025.04.10	23:45:00	1.11868	1.12018	1.11861	1.12016	367	0	8
2025.04.11	00:00:00	1.11910	1.11979	1.11893	1.11979	29	0	34
2025.04.11	00:15:00	1.11979	1.11984	1.11867	1.11873	84	0	27
2025.04.11	00:30:00	1.11873	1.11940	1.11865	1.11932	261	0	51
2025.04.11	00:45:00	1.11932	1.11954	1.11862	1.11903	191	0	41
2025.04.11	01:00:00	1.11953	1.12171	1.11950	1.12167	670	0	2
2025.04.11	01:15:00	1.12167	1.12221	1.12084	1.12084	693	0	2
2025.04.11	01:30:00	1.12082	1.12229	1.12061	1.12173	748	0	2
2025.04.11	01:45:00	1.12173	1.12351	1.12148	1.12349	828	0	2
2025.04.11	02:00:00	1.12352	1.12438	1.12133	1.12210	1024	0	2
2025.04.11	02:15:00	1.12210	1.12291	1.12151	1.12287	873	0	2
2025.04.11	02:30:00	1.12296	1.12447	1.12242	1.12254	1296	0	2
2025.04.11	02:45:00	1.12255	1.12625	1.12252	1.12579	1267	0	2
2025.04.11	03:00:00	1.12576	1.12686	1.12540	1.12584	1523	0	2
2025.04.11	03:15:00	1.12584	1.12815	1.12512	1.12754	1558	0	2
2025.04.11	03:30:00	1.12738	1.13813	1.12738	1.13132	2251	0	2
2025.04.11	03:45:00	1.13143	1.13264	1.12962	1.13102	1904	0	2
2025.04.11	04:00:00	1.13102	1.13106	1.12757	1.12902	1818	0	2
2025.04.11	04:15:00	1.12903	1.13152	1.12768	1.13119	1649	0	2
2025.04.11	04:30:00	1.13118	1.13228	1.12937	1.13043	1745	0	2
2025.04.11	04:45:00	1.13035	1.13083	1.12851	1.13057	1568	0	2
2025.04.11	05:00:00	1.13058	1.13229	1.13054	1.13190	1526	0	2
2025.04.11	05:15:00	1.13193	1.13229	1.13060	1.13097	1289	0	2
2025.04.11	05:30:00	1.13097	1.13124	1.12981	1.13014	1181	0	2
2025.04.11	05:45:00	1.13014	1.13075	1.12951	1.13026	1210	0	2
2025.04.11	06:00:00	1.13026	1.13153	1.13023	1.13150	1022	0	2
2025.04.11	06:15:00	1.13160	1.13317	1.13160	1.13295	945	0	2
2025.04.11	06:30:00	1.13296	1.13527	1.13280	1.13451	1096	0	2
2025.04.11	06:45:00	1.13449	1.13543	1.13376	1.13408	1036	0	2
2025.04.11	07:00:00	1.13408	1.13410	1.13248	1.13252	858	0	2
2025.04.11	07:15:00	1.13252	1.13269	1.13100	1.13149	854	0	2
2025.04.11	07:30:00	1.13149	1.13212	1.13121	1.13146	732	0	2
2025.04.11	07:45:00	1.13146	1.13255	1.13108	1.13224	847	0	2
2025.04.11	08:00:00	1.13224	1.13234	1.12996	1.13038	1110	0	2
2025.04.11	08:15:00	1.13038	1.13078	1.12996	1.13003	862	0	2
2025.04.11	08:30:00	1.13000	1.13008	1.12706	1.12750	1041	0	2
2025.04.11	08:45:00	1.12751	1.12860	1.12711	1.12851	1112	0	2
2025.04.11	09:00:00	1.12832	1.12896	1.12552	1.12604	1629	0	2
2025.04.11	09:15:00	1.12618	1.12705	1.12527	1.12611	1458	0	2
2025.04.11	09:30:00	1.12611	1.12690	1.12464	1.12641	1389	0	2
2025.04.11	09:45:00	1.12625	1.12879	1.12560	1.12869	1389	0	2
2025.04.11	10:00:00	1.12856	1.13406	1.12839	1.13338	1892	0	2
2025.04.11	10:15:00	1.13340	1.13541	1.13151	1.13422	1761	0	2
2025.04.11	10:30:00	1.13423	1.13633	1.13361	1.13489	1729	0	2
2025.04.11	10:45:00	1.13489	1.13688	1.13316	1.13642	1687	0	2
2025.04.11	11:00:00	1.13636	1.14172	1.13491	1.13701	2211	0	2
2025.04.11	11:15:00	1.13700	1.13914	1.13645	1.13814	1756	0	2
2025.04.11	11:30:00	1.13825	1.14414	1.13764	1.14253	1939	0	2
2025.04.11	11:45:00	1.14245	1.14733	1.14235	1.14272	2020	0	2
2025.04.11	12:00:00	1.14268	1.14268	1.13852	1.13993	1860	0	2
2025.04.11	12:15:00	1.13993	1.14216	1.13960	1.13962	1544	0	2
2025.04.11	12:30:00	1.13970	1.14132	1.13856	1.14089	1536	0	2
2025.04.11	12:45:00	1.14088	1.14166	1.13846	1.13854	1577	0	2
2025.04.11	13:00:00	1.13854	1.13854	1.13555	1.13711	1680	0	2
2025.04.11	13:15:00	1.13711	1.13841	1.13557	1.13609	1482	0	2
2025.04.11	13:30:00	1.13618	1.13681	1.13298	1.13335	1504	0	2
2025.04.11	13:45:00	1.13335	1.13484	1.13200	1.13372	1607	0	2
2025.04.11	14:00:00	1.13368	1.13600	1.13322	1.13453	1441	0	2
2025.04.11	14:15:00	1.13453	1.13714	1.13235	1.13616	1373	0	2
2025.04.11	14:30:00	1.13608	1.13655	1.13350	1.13364	1346	0	2
2025.04.11	14:45:00	1.13359	1.13526	1.13242	1.13291	1531	0	2
2025.04.11	15:00:00	1.13281	1.13592	1.13245	1.13517	1601	0	2
2025.04.11	15:15:00	1.13508	1.13706	1.13415	1.13438	1513	0	2
2025.04.11	15:30:00	1.13443	1.13651	1.13388	1.13562	1851	0	2
2025.04.11	15:45:00	1.13561	1.13989	1.13489	1.13953	1819	0	2
2025.04.11	16:00:00	1.13953	1.14122	1.13840	1.14010	1852	0	2
2025.04.11	16:15:00	1.14010	1.14120	1.13900	1.13983	1561	0	2
2025.04.11	16:30:00	1.13984	1.14061	1.13250	1.13816	2113	0	2
2025.04.11	16:45:00	1.13815	1.13837	1.13252	1.13607	2298	0	2
2025.04.11	17:00:00	1.13599	1.13812	1.13493	1.13778	2239	0	2
2025.04.11	17:15:00	1.13777	1.13817	1.13661	1.13723	2008	0	2
2025.04.11	17:30:00	1.13722	1.13755	1.13427	1.13516	1847	0	2
2025.04.11	17:45:00	1.13525	1.13577	1.13272	1.13402	1941	0	2
2025.04.11	18:00:00	1.13396	1.13447	1.13254	1.13280	1940	0	2
2025.04.11	18:15:00	1.13280	1.13379	1.13123	1.13304	1585	0	2
2025.04.11	18:30:00	1.13304	1.13500	1.13269	1.13389	1262	0	2
2025.04.11	18:45:00	1.13377	1.13498	1.13230	1.13247	1315	0	2
2025.04.11	19:00:00	1.13243	1.13268	1.13105	1.13139	1364	0	2
2025.04.11	19:15:00	1.13139	1.13148	1.12764	1.12898	1487	0	2
2025.04.11	19:30:00	1.12898	1.12972	1.12788	1.12948	1219	0	2
2025.04.11	19:45:00	1.12948	1.13071	1.12942	1.13058	1057	0	2
2025.04.11	20:00:00	1.13052	1.13170	1.13024	1.13144	1057	0	2
2025.04.11	20:15:00	1.13144	1.13173	1.13057	1.13113	809	0	2
2025.04.11	20:30:00	1.13107	1.13270	1.13037	1.13157	1271	0	2
2025.04.11	20:45:00	1.13154	1.13188	1.12825	1.12854	1199	0	2
2025.04.11	21:00:00	1.12854	1.13039	1.12843	1.12964	1096	0	2
2025.04.11	21:15:00	1.12964	1.13141	1.12932	1.13104	1005	0	2
2025.04.11	21:30:00	1.13105	1.13211	1.12970	1.13083	1054	0	2
2025.04.11	21:45:00	1.13073	1.13154	1.13033	1.13124	948	0	2
2025.04.11	22:00:00	1.13124	1.13261	1.13089	1.13201	865	0	2
2025.04.11	22:15:00	1.13201	1.13369	1.13182	1.13347	801	0	2
2025.04.11	22:30:00	1.13347	1.13414	1.13284	1.13376	625	0	2
2025.04.11	22:45:00	1.13377	1.13437	1.13321	1.13415	767	0	2
2025.04.11	23:00:00	1.13416	1.13487	1.13367	1.13480	498	0	3
2025.04.11	23:15:00	1.13480	1.13502	1.13462	1.13489	391	0	3
2025.04.11	23:30:00	1.13489	1.13528	1.13421	1.13487	439	0	3
2025.04.11	23:45:00	1.13482	1.13524	1.13459	1.13506	362	0	8
2025.04.14	00:00:00	1.13164	1.13189	1.13134	1.13165	87	0	63
2025.04.14	00:15:00	1.13165	1.13183	1.13156	1.13180	52	0	25
2025.04.14	00:30:00	1.13181	1.13191	1.13176	1.13182	52	0	24
2025.04.14	00:45:00	1.13182	1.13195	1.13176	1.13181	49	0	23
2025.04.14	01:00:00	1.13190	1.13326	1.13181	1.13258	905	0	2
2025.04.14	01:15:00	1.13257	1.13446	1.13257	1.13437	888	0	2
2025.04.14	01:30:00	1.13437	1.13550	1.13401	1.13401	936	0	2
2025.04.14	01:45:00	1.13402	1.13483	1.13304	1.13343	754	0	2
2025.04.14	02:00:00	1.13349	1.13441	1.13293	1.13336	823	0	2
2025.04.14	02:15:00	1.13336	1.13394	1.13242	1.13287	611	0	2
2025.04.14	02:30:00	1.13287	1.13407	1.13287	1.13395	689	0	2
2025.04.14	02:45:00	1.13395	1.13489	1.13390	1.13421	735	0	2
2025.04.14	03:00:00	1.13421	1.13707	1.13408	1.13669	1149	0	2
2025.04.14	03:15:00	1.13669	1.13689	1.13497	1.13585	913	0	2
2025.04.14	03:30:00	1.13582	1.13695	1.13575	1.13585	862	0	2
2025.04.14	03:45:00	1.13585	1.13701	1.13504	1.13654	1054	0	2
2025.04.14	04:00:00	1.13654	1.13857	1.13642	1.13772	1094	0	2
2025.04.14	04:15:00	1.13780	1.13961	1.13730	1.13917	1026	0	2
2025.04.14	04:30:00	1.13914	1.14090	1.13833	1.13912	1156	0	2
2025.04.14	04:45:00	1.13912	1.14054	1.13814	1.13856	1148	0	2
2025.04.14	05:00:00	1.13856	1.14012	1.13822	1.14001	907	0	2
2025.04.14	05:15:00	1.14000	1.14002	1.13814	1.13893	865	0	2
2025.04.14	05:30:00	1.13893	1.13899	1.13744	1.13801	758	0	2
2025.04.14	05:45:00	1.13802	1.13841	1.13709	1.13720	815	0	2
2025.04.14	06:00:00	1.13719	1.13837	1.13668	1.13702	933	0	2
2025.04.14	06:15:00	1.13702	1.13738	1.13636	1.13676	757	0	2
2025.04.14	06:30:00	1.13676	1.13702	1.13577	1.13622	769	0	2
2025.04.14	06:45:00	1.13622	1.13720	1.13620	1.13715	502	0	2
2025.04.14	07:00:00	1.13715	1.13733	1.13664	1.13717	553	0	2
2025.04.14	07:15:00	1.13717	1.13850	1.13713	1.13767	667	0	2
2025.04.14	07:30:00	1.13769	1.13812	1.13703	1.13715	457	0	2
2025.04.14	07:45:00	1.13716	1.13737	1.13655	1.13675	451	0	2
2025.04.14	08:00:00	1.13675	1.13729	1.13527	1.13592	700	0	2
2025.04.14	08:15:00	1.13591	1.13777	1.13549	1.13776	624	0	2
2025.04.14	08:30:00	1.13774	1.13826	1.13669	1.13691	758	0	2
2025.04.14	08:45:00	1.13691	1.13880	1.13690	1.13852	780	0	2
2025.04.14	09:00:00	1.13852	1.14020	1.13765	1.13952	1417	0	2
2025.04.14	09:15:00	1.13951	1.14076	1.13895	1.13992	1184	0	2
2025.04.14	09:30:00	1.13992	1.14189	1.13917	1.14138	1288	0	2
2025.04.14	09:45:00	1.14138	1.14238	1.14026	1.14163	1242	0	2
2025.04.14	10:00:00	1.14168	1.14247	1.14036	1.14094	1390	0	2
